"","bareCaseInlet","bareFidalgoBay","barePortGamble","bareSkokomishRiver","bareWillapaBay","eelgrassCaseInlet","eelgrassFidalgoBay","eelgrassPortGamble","eelgrassSkokomishRiver"
"cds.comp111208_c0_seq1|m.8254",0.000479188,0.01457408,0.021214422,0.000252843,0.000329921,0.000422663,0.021167035,0.012122973,0.004158055
"cds.comp111242_c0_seq1|m.8269",0.001379276,0.000738651,0.004282691,0.002513747,0.002857824,0.004285077,0.001072542,0.001139434,0.005036832
"cds.comp111242_c2_seq1|m.8270",0.001497297,0.003743983,0.003565315,0.001315075,0.00282635,0.002561566,0.001639033,0.003103551,0.001564008
"cds.comp111246_c0_seq1|m.8271",0.004862356,0.00155971993333333,0.000127515,0.000664396,0.000448554,0.004279349,0.000103687,0.004310462,0.002970332
"cds.comp111254_c0_seq1|m.8274",0.00115956,0.00155971993333333,0.001535538,0.001624741,0.00133477,0.001521595,0.003236484,0.001464099,0.001600786
"cds.comp111254_c1_seq1|m.8275",0.058676527,0.001024736,0.002761928,0.002497131,0.016253664,0.001738575,0.002473323,0.000971124,0.002110455
"cds.comp111297_c1_seq1|m.8280",0.143356175,0.100184223,0.106746929,0.121243847,0.116965783,0.095197439,0.084788597,0.096581806,0.120928222
"cds.comp111492_c0_seq1|m.8339",0.00684542,0.004815669,0.007588574,0.007444885,0.000605799,0.006077311,0.003220821,0.010465283,0.002458342
"cds.comp111552_c0_seq1|m.8354",0.009004894,0.00997324,0.015571804,0.011221634,0.009485335,0.026525428,0.009029127,0.012124227,0.015097021
"cds.comp111552_c0_seq2|m.8355",0.002587078,0.006215636,0.004368672,0.004097343,0.002995939,0.002652333,0.001531168,0.003010488,0.003793496
"cds.comp111635_c0_seq1|m.8375",0.00553021,0.017619492,0.044949002,0.014983314,0.028290266,0.009218256,0.020926039,0.031320156,0.013349597
"cds.comp111695_c1_seq1|m.8385",0.003982847,0.006871706,0.031391611,0.004302567,0.008337979,0.000113801,0.00349483,0.009078769,0.002951411
"cds.comp111704_c1_seq1|m.8390",9.8915e-05,0.003843608,0.004719703,0.000921338,0.000583511,0.000438144,0.001141476,0.001981813,0.000219937
"cds.comp111784_c0_seq1|m.8411",0.055418226,0.040267569,0.050510372,0.062335402,0.066886611,0.04939531,0.077600655,0.06340771,0.068942959
"cds.comp111784_c0_seq2|m.8413",0.013356294,0.010135405,0.020314897,0.018620789,0.02316595,0.014644535,0.020719271,0.025422382,0.027638001
"cds.comp111825_c0_seq1|m.8421",0.009394206,0.026742186,0.034730191,0.013893798,0.022478994,0.016341617,0.021348183,0.024941108,0.014461385
"cds.comp111827_c2_seq1|m.8422",0.037210701,0.013305164,0.019931362,0.033272225,0.014350439,0.025881394,0.027177239,0.026225699,0.022083034
"cds.comp111848_c0_seq1|m.8427",0.028970528,0.027629079,0.032626842,0.028317105,0.024932682,0.026363809,0.028310153,0.026552002,0.036209312
"cds.comp111848_c1_seq1|m.8428",0.023853016,0.028434198,0.023377498,0.03391156,0.035775767,0.033562897,0.04177986,0.034798639,0.032938788
"cds.comp111886_c1_seq1|m.8433",0.047174124,0.09253434,0.074764131,0.052444856,0.044567163,0.055452054,0.063240652,0.068438322,0.067400584
"cds.comp112007_c0_seq1|m.8461",0.002153634,0.00338182,0.004080558,0.002200212,0.002989732,0.001207612,0.003837044,0.003971939,0.003130552
"cds.comp112088_c0_seq1|m.8485",0.005145279,0.001934926,0.005575739,0.004633569,0.003817469,0.001863719,0.003642836,0.001036228,0.003816148
"cds.comp112088_c0_seq2|m.8486",0.005145279,0.001934926,0.005575739,0.004633569,0.003817469,0.001863719,0.003642836,0.001036228,0.003816148
"cds.comp112088_c1_seq1|m.8487",0.008515497,0.011909227,0.015342666,0.021447143,0.011243083,0.011113116,0.00528137,0.013819094,0.017319968
"cds.comp112104_c0_seq2|m.8492",0.179171353,0.099482592,0.2726318,0.123435647,0.171151237,0.091150745,0.228468671,0.212248528,0.128066596
"cds.comp112119_c0_seq1|m.8504",0.001924913,0.000734329,0.001874748,0.000781382,0.002075297,0.00020884,8.603e-06,0.00426841696296296,0.288031749
"cds.comp112227_c0_seq1|m.8540",0.002293514,0.000333747,0.003091988,0.003711496,0.001765066,0.001629834,0.001654299,0.001476211,0.000976581
"cds.comp112227_c0_seq3|m.8550",0.002293514,0.000333747,0.003091988,0.003711496,0.001765066,0.001629834,0.001654299,0.001476211,0.000976581
"cds.comp112295_c0_seq1|m.8568",0.015537608,0.027760844,0.010281871,0.008679936,0.001786219,0.024882049,0.020271678,0.032505705,0.016581954
"cds.comp112295_c0_seq2|m.8569",0.015537608,0.027760844,0.010281871,0.008679936,0.001786219,0.024882049,0.020271678,0.032505705,0.016581954
"cds.comp112328_c0_seq1|m.8574",0.003813609,0.002238161,0.002876423,0.012732793,0.003444706,0.015572273,0.014794303,0.018195301,0.010185435
"cds.comp112334_c0_seq1|m.8577",0.006712075,0.003621125,0.003685337,0.005928933,0.001222415,0.004405039,0.001914046,0.003852305,0.007136954
"cds.comp112334_c0_seq2|m.8578",0.009794561,0.003676875,0.005166304,0.009520289,0.003332286,0.005559036,0.004217717,0.004868482,0.009823242
"cds.comp112472_c1_seq1|m.8616",0.018512962,0.005503964,0.011841645,0.014025386,0.014216732,0.016348748,0.013408603,0.01692878,0.010733833
"cds.comp112515_c0_seq1|m.8628",0.017234898,0.001719299,0.003132287,0.022497827,0.0131581,0.022958819,0.001532084,0.009965905,0.007832643
"cds.comp112532_c0_seq1|m.8634",0.011492783,0.014835819,0.001224674,0.031088009,0.001190147,0.002545984,0.01093488,0.033525054,0.002924484
"cds.comp112532_c0_seq2|m.8635",0.011492783,0.014835819,0.001224674,0.031088009,0.001190147,0.002545984,0.01093488,0.033525054,0.002924484
"cds.comp112669_c1_seq1|m.8653",0.0035942,3.1107e-05,0.00245023,0.001637934,0.00156053,3.6909e-05,0.002950331,0.001890076,0.002309281
"cds.comp112755_c0_seq1|m.8679",0.001534729,0.005253016,0.009257142,0.002454674,0.00372064,0.00291609,0.007216595,0.003202031,0.002073443
"cds.comp112891_c2_seq1|m.8706",0.031235703,0.020402847,0.04337935,0.024061438,0.040591679,0.028774158,0.045352569,0.036554517,0.053847129
"cds.comp112914_c0_seq1|m.8711",0.024869924,0.014069479,0.036389476,0.026932479,0.023397009,0.020729263,0.029034553,0.025427747,0.034576783
"cds.comp112914_c0_seq2|m.8712",0.089862496,0.037859099,0.100479595,0.086156018,0.084527085,0.080642036,0.083636667,0.089000573,0.092037264
"cds.comp112916_c0_seq1|m.8713",0.008288034,0.010561832,0.006997672,0.005763207,0.007227205,0.006666829,0.00376455,0.00893085,0.010393562
"cds.comp112918_c0_seq1|m.8715",0.014390112,0.008354688,0.013279871,0.014732982,0.007022427,0.014532013,0.000552155,0.014676826,0.001728063
"cds.comp112918_c1_seq1|m.8716",0.079852375,0.027793762,0.064871067,0.079289224,0.046978929,0.041809388,0.02812445,0.051327152,0.061446848
"cds.comp112966_c2_seq1|m.8726",0.911033411,1.012482711,0.796769269,0.553610953,0.882622765,0.570659858,0.692922534,0.380338346,1.755706292
"cds.comp112972_c0_seq1|m.8727",0.005309201,0.006281004,0.006552415,0.005617533,5.1839e-05,0.002856989,0.001531364,5.8699e-05,0.000332423
"cds.comp112972_c0_seq2|m.8728",0.002552619,9.4929e-05,0.000822302,0.00168941,0.001592561,0.002139901,0.000664458,0.000411659,0.001366746
"cds.comp112972_c0_seq2|m.8729",0.005309201,0.006281004,0.006552415,0.005617533,5.1839e-05,0.002856989,0.001531364,5.8699e-05,0.000332423
"cds.comp113055_c0_seq1|m.8769",0.035348054,0.016866872,0.038510772,0.042275869,0.028762995,0.051391621,0.070563521,0.042615554,0.051411761
"cds.comp113055_c0_seq1|m.8770",0.015691537,3.2006e-05,0.026681696,0.023680608,0.011694454,0.030674688,0.02927605,0.029425927,0.039093399
"cds.comp113055_c0_seq2|m.8771",0.021530833,0.004256318,0.030262671,0.027875133,0.016940529,0.038171818,0.041582302,0.033708536,0.039975159
"cds.comp113055_c0_seq2|m.8772",0.015691537,3.2006e-05,0.026681696,0.023680608,0.011694454,0.030674688,0.02927605,0.029425927,0.039093399
"cds.comp113070_c1_seq1|m.8774",0.003045916,0.004756731,0.00267068,0.002539424,0.002503763,0.002026099,0.003706673,0.004052523,0.003719928
"cds.comp113099_c1_seq1|m.8781",0.026188829,0.010712118,0.008561929,0.016688973,0.01599777,0.017758153,0.008542866,0.009891493,0.017845837
"cds.comp113126_c0_seq1|m.8792",0.078404438,0.093509444,0.066812539,0.050629614,0.062934013,0.028632088,0.022752623,0.027793724,0.032759534
"cds.comp113158_c0_seq1|m.8800",0.021827246,0.016762362,0.009061272,0.020601228,0.013722634,0.017904326,0.018399928,0.02332393,0.021148888
"cds.comp113158_c0_seq2|m.8802",0.051740088,0.031635102,0.032721332,0.04027025,0.032232991,0.043754957,0.033329972,0.040938,0.039477495
"cds.comp113199_c0_seq1|m.8818",0.01101731,0.040038594,0.067511379,0.014480295,0.058077636,0.032279806,0.018747471,0.049383306,0.029706489
"cds.comp113252_c1_seq1|m.8832",0.000526224,5.5469e-05,0.000284872,0.000350764,0.001062214,5.3781e-05,5.645e-06,0.000906526,3.984e-06
"cds.comp113349_c0_seq1|m.8845",0.013009376,0.029566999,0.034248877,0.015452183,0.0108663,0.02338458,0.034727838,0.017898405,0.019194938
"cds.comp113349_c0_seq2|m.8846",0.00362055,0.01252105,0.014350969,0.002092558,0.003949195,0.007211055,0.019819928,0.003857076,0.006604977
"cds.comp113354_c0_seq1|m.8848",0.000190718,0.000105641,0.012343742,0.015014123,0.004263016,0.011633045,0.001892623,0.015851897,0.006085135
"cds.comp113631_c1_seq1|m.8931",0.000980427,0.000271989,0.003269323,0.001993046,0.002961475,0.000472042,0.00153761,0.001178756,0.00187921
"cds.comp113653_c0_seq1|m.8935",0.143788876,0.085098903,0.093473618,0.124741333,0.124767436,0.108357189,0.130378242,0.134012279,0.125801149
"cds.comp113815_c0_seq1|m.8974",0.002862004,0.018491938,0.012097333,0.009924064,0.00103578,0.011190878,0.009279638,0.009667201,0.01456909
"cds.comp113927_c1_seq1|m.8993",7.313e-06,0.002236737,4.5905e-05,2.215e-05,0.000101356,5.712e-06,0.000165432,3.3558e-05,0.002919554
"cds.comp113931_c0_seq1|m.8994",0.133431866,0.195223126,0.279043154,0.127565353,0.281609324,0.078456736,0.309611426,0.272696127,0.195150784
"cds.comp113931_c0_seq3|m.8995",0.125115229,0.193875796,0.268595901,0.124434126,0.266836546,0.070080354,0.284480107,0.263224004,0.176501754
"cds.comp113931_c0_seq4|m.8996",0.191899428,0.264737494,0.382399379,0.190196506,0.39866448,0.101522634,0.394269104,0.390662274,0.268899979
"cds.comp113931_c0_seq5|m.8997",0.200216065,0.266084824,0.392846632,0.193327733,0.413437258,0.109899016,0.419400423,0.400134397,0.287549009
"cds.comp113931_c1_seq1|m.8998",0.060628581,0.039469848,0.099197022,0.087915746,0.106802867,0.047548286,0.11220839,0.112291283,0.057265286
"cds.comp113970_c2_seq1|m.9017",0.006726193,0.015206526,0.007224226,0.005839713,0.004319158,0.006415978,0.006140158,0.006077966,0.0064101
"cds.comp113971_c1_seq1|m.9018",0.014813434,0.020395226,0.019900583,0.011824453,0.020405388,0.010449586,0.0144136,0.015553275,0.0214264
"cds.comp114001_c0_seq2|m.9029",0.016321792,5.4394e-05,0.000950444,0.003220697,0.003952592,0.005185023,0.000507219,0.00358168,1.2881e-05
"cds.comp114001_c0_seq3|m.9030",0.016321792,5.4394e-05,0.000950444,0.003220697,0.003952592,0.005185023,0.000507219,0.00358168,1.2881e-05
"cds.comp114039_c1_seq2|m.9038",0.004846774,0.002074267,0.000301702,0.002832985,0.002198853,0.005909309,0.003683402,0.005470524,0.001444357
"cds.comp114110_c1_seq1|m.9057",0.000398284,7.4775e-05,6.5016e-05,0.000623633,0.001371852,8.782e-06,0.00140282,0.001299726,0.001529973
"cds.comp114240_c0_seq1|m.9105",0.061664512,0.008819068,0.039996601,0.054471009,0.050589739,0.059312886,0.024513847,0.057564087,0.06255511
"cds.comp114352_c1_seq1|m.9138",0.003204765,0.006647934,0.005221249,0.003202326,0.003135775,0.001876757,0.004078378,0.007477209,0.004211467
"cds.comp114364_c0_seq1|m.9139",0.002000645,0.003758312,0.012880072,0.002993767,0.005594133,0.003461652,0.011671743,0.002524294,0.00090447
"cds.comp114412_c0_seq1|m.9168",7.4484e-05,0.013165387,0.001003466,1.0022e-05,0.001019139,0.00019238,0.000502876,0.000117884,0.001542449
"cds.comp114412_c0_seq2|m.9169",0.002618727,0.020706613,0.002058251,0.009668747,0.00253829,0.000662948,0.001372077,0.022608518,0.001774646
"cds.comp114414_c0_seq1|m.9170",0.000401275,0.0006389,0.002650761,0.001260694,0.000739125,0.000586791,0.000385137,0.003397618,0.00142495
"cds.comp114414_c1_seq1|m.9171",0.001241834,0.000644419,4.6115e-05,0.002116169,0.003372643,0.001165356,0.002433725,0.00288499,0.00114972
"cds.comp114414_c2_seq1|m.9172",0.001900272,0.001999498,0.002072451,0.003332335,0.000419841,0.002498121,0.000533367,0.003310431,0.000377845
"cds.comp114565_c0_seq1|m.9232",0.058254448,0.045526976,0.100512677,0.12718808,0.119520118,0.087946441,0.080536768,0.109759571,0.205799923
"cds.comp114617_c0_seq2|m.9248",0.005021674,0.005518824,0.000904152,0.004103245,0.002707199,0.004554298,0.003324842,0.002780622,0.002248989
"cds.comp114617_c0_seq3|m.9249",0.005021674,0.005518824,0.000904152,0.004103245,0.002707199,0.004554298,0.003324842,0.002780622,0.002248989
"cds.comp114617_c1_seq1|m.9250",0.002449031,0.000869435,0.001483763,0.003906482,0.001019024,0.000925806,0.000384362,0.002040611,0.000376074
"cds.comp114617_c2_seq1|m.9251",0.004490576,0.009200585,0.007221967,0.006309511,0.003793203,0.008519886,0.005580497,0.006606921,0.00507622
"cds.comp114628_c0_seq1|m.9254",0.004013664,0.001203976,0.001151304,0.001181371,0.004299579,0.000264362,0.004760908,0.001121317,0.005549762
"cds.comp114635_c0_seq1|m.9261",0.191861049,0.193273449,0.224939006,0.164514926,0.155573863,0.163633173,0.220786089,0.188006641,0.181700715
"cds.comp114635_c0_seq2|m.9262",0.191861049,0.193273449,0.224939006,0.164514926,0.155573863,0.163633173,0.220786089,0.188006641,0.181700715
"cds.comp114713_c0_seq1|m.9288",0.176540058,0.158972137,0.113265184,0.091446743,0.171688372,0.184103947,0.23417007,0.106398344,0.145427475
"cds.comp114823_c0_seq1|m.9326",0.017081382,0.01265807,0.037391539,0.023401297,0.018295068,0.009557449,0.026632438,0.025528598,0.009457152
"cds.comp114823_c0_seq2|m.9327",0.011754149,0.011045979,0.030526544,0.018506728,0.01201472,0.00645132,0.018583626,0.020881054,0.004421465
"cds.comp114846_c0_seq1|m.9335",0.020167508,0.000624416,0.017848629,0.006294862,0.018955549,6.8141e-05,0.016783421,0.013306523,0.012137395
"cds.comp114846_c0_seq2|m.9336",0.020167508,0.000624416,0.017848629,0.006294862,0.018955549,6.8141e-05,0.016783421,0.013306523,0.012137395
"cds.comp114890_c0_seq1|m.9351",0.019864005,0.002259393,0.001694732,0.000161503,5.9404e-05,9.7597e-05,0.001272473,0.015682896,3.7372e-05
"cds.comp114936_c0_seq1|m.9362",0.055449823,0.007800839,0.012701315,0.01869599,0.009845004,0.011112338,0.003152365,0.018389593,0.012302609
"cds.comp114936_c1_seq1|m.9363",0.008531525,8.7927e-05,0.006001537,0.003341848,0.00241343,0.006768795,0.003257443,0.0060039,0.006050707
"cds.comp114969_c1_seq1|m.9367",0.00922341,0.006673994,0.015928732,0.019131017,0.005364957,0.01198217,0.016864114,0.011786811,0.030094579
"cds.comp114969_c2_seq1|m.9368",0.010918571,0.000419087,0.019274868,0.023380124,0.004965007,0.019188266,0.039736999,0.000106774,0.037318862
"cds.comp114977_c0_seq1|m.9371",0.002612203,0.095617215,0.00902559,0.01218886,9.9511e-05,0.000672301,0.000430302,0.021590665,0.02850095
"cds.comp115012_c0_seq1|m.9382",0.000844531,0.005305439,0.008015489,0.001554044,0.008525072,5.5244e-05,0.000239228,0.00890037,0.000600111
"cds.comp115053_c0_seq1|m.9392",0.01886904,0.016501616,0.020453924,0.025421974,0.01960402,0.012008098,0.014560854,0.023542853,0.021846471
"cds.comp115080_c0_seq1|m.9397",0.006083341,5.968e-06,0.006125375,0.004375567,0.004089459,0.005650173,0.005338772,0.004348215,0.003181827
"cds.comp115080_c0_seq2|m.9398",0.006083341,5.968e-06,0.006125375,0.004375567,0.004089459,0.005650173,0.005338772,0.004348215,0.003181827
"cds.comp115080_c0_seq3|m.9399",0.006083341,5.968e-06,0.006125375,0.004375567,0.004089459,0.005650173,0.005338772,0.004348215,0.003181827
"cds.comp115080_c0_seq4|m.9400",0.006083341,5.968e-06,0.006125375,0.004375567,0.004089459,0.005650173,0.005338772,0.004348215,0.003181827
"cds.comp115191_c0_seq1|m.9438",6.2758e-05,0.000210586,0.005830719,0.006999053,7.23e-06,4.84e-06,0.003678218,0.000298367,5.5103e-05
"cds.comp115191_c0_seq3|m.9440",0.013844056,0.034476232,0.035648298,0.028928292,0.011659673,0.011711918,0.025458382,0.03291573,0.012327792
"cds.comp115191_c0_seq4|m.9441",6.2758e-05,0.000210586,0.005830719,0.006999053,7.23e-06,4.84e-06,0.003678218,0.000298367,5.5103e-05
"cds.comp115239_c0_seq1|m.9461",0.001378667,7.053e-06,0.001175391,0.000886991,0.001213938,0.001353796,0.000943715,0.001639923,0.00364755
"cds.comp115265_c0_seq1|m.9470",0.045738226,0.066567161,0.089614422,0.047186741,0.054664725,0.066747191,0.082945168,0.045261979,0.082459609
"cds.comp115307_c0_seq1|m.9483",0.001442704,0.001337136,0.001383277,0.001432806,0.002622203,0.000477947,0.001469233,0.000250111,0.001212437
"cds.comp115339_c1_seq1|m.9498",0.016928371,0.006742013,0.020679995,0.019053484,0.010123079,0.012115596,0.013342775,0.017067904,0.013503242
"cds.comp115363_c0_seq1|m.9507",0.003984641,0.009418909,0.011524065,0.001430219,0.003758773,0.004564741,0.007538678,0.000430826,0.010670791
"cds.comp115363_c0_seq3|m.9509",0.000547568,0.004932865,0.007662096,0.000702749,0.003699845,0.003045879,0.007002187,0.000294898,0.006675297
"cds.comp115518_c0_seq1|m.9557",0.006588634,0.010324884,0.012307699,0.008419973,0.005202488,0.021448058,0.00305115,8.6042e-05,0.028420888
"cds.comp115518_c0_seq3|m.9558",0.006588634,0.010324884,0.012307699,0.008419973,0.005202488,0.021448058,0.00305115,8.6042e-05,0.028420888
"cds.comp115518_c0_seq4|m.9559",0.006588634,0.010324884,0.012307699,0.008419973,0.005202488,0.021448058,0.00305115,8.6042e-05,0.028420888
"cds.comp115518_c0_seq5|m.9560",0.006588634,0.010324884,0.012307699,0.008419973,0.005202488,0.021448058,0.00305115,8.6042e-05,0.028420888
"cds.comp115555_c0_seq1|m.9576",0.003713818,0.007839515,0.000434714,0.001917384,0.000379171,0.002651769,0.002000135,0.003542809,0.000534406
"cds.comp115600_c0_seq1|m.9590",0.036234127,0.048448062,0.08243504,0.0404326,0.078307688,0.010970523,0.060849393,0.061695795,0.076357132
"cds.comp115600_c0_seq2|m.9591",0.046047884,0.064355894,0.10929771,0.051897271,0.101451543,0.017326588,0.091191842,0.096882137,0.106528992
"cds.comp115685_c1_seq1|m.9624",0.005154381,0.000911063,0.000738624,0.006504949,0.022419895,0.008074467,0.002455996,0.011327489,0.000690661
"cds.comp115726_c0_seq2|m.9630",0.023930245,0.019004411,0.021388122,0.029376032,0.022230803,0.011318536,0.049522408,0.024436951,0.026884913
"cds.comp115740_c0_seq1|m.9636",0.009421839,0.009260506,0.007719861,0.005526654,0.006953627,0.006993368,0.006702366,0.007488743,0.007909262
"cds.comp115807_c0_seq1|m.9656",0.008777569,0.003435267,0.004161424,0.008981039,0.009222097,0.002945105,0.002342832,0.006166849,0.002926432
"cds.comp115807_c0_seq2|m.9658",0.008777569,0.003435267,0.004161424,0.008981039,0.009222097,0.002945105,0.002342832,0.006166849,0.002926432
"cds.comp115807_c0_seq3|m.9660",0.008777569,0.003435267,0.004161424,0.008981039,0.009222097,0.002945105,0.002342832,0.006166849,0.002926432
"cds.comp115857_c0_seq1|m.9671",2.1974e-05,0.000845154,2.3261e-05,2.1374e-05,0.003642037,1.1773e-05,3.7645e-05,1.3025e-05,0.000268464
"cds.comp115873_c0_seq1|m.9676",0.03346027,0.116233019,0.065107298,0.085969532,0.02660226,0.042478037,0.059805637,0.042410713,0.064404565
"cds.comp115901_c0_seq1|m.9678",0.007347536,0.006214023,0.008191162,0.002284506,0.002953609,0.006557732,0.005962237,0.005909725,0.002765607
"cds.comp115919_c0_seq1|m.9686",0.048732997,0.06192377,0.083633839,0.057960526,0.106632941,0.027466526,0.072470244,0.08945846,0.129973738
"cds.comp115947_c0_seq1|m.9696",2.852337076,4.63127981,4.185638068,2.968702376,2.639620493,3.013928455,4.304260522,3.478394309,2.999015517
"cds.comp115977_c0_seq1|m.9714",0.004784086,0.000479473,0.000250367,0.000109718,0.007271614,6.8554e-05,0.007746189,0.00032631,0.008550228
"cds.comp115997_c0_seq1|m.9719",0.279307384,0.036650815,0.112898871,0.193645766,0.197016352,0.214636175,0.113324196,0.140552635,0.228071841
"cds.comp116041_c0_seq2|m.9743",0.00013301,6.0502e-05,0.000933954,0.000115755,0.000664709,0.000613703,0.025884925,0.000633287,0.000165844
